model_type,comparison,prompt_idx,seed,image1_path,image2_path,fid_score
base,nag_timed_with_neg_vs_baseline,11,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0011_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0011_1337_neg_s0p2.png,15.332804679870605
base,nag_timed_with_neg_vs_baseline,11,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0011_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0011_2025_neg_s0p2.png,21.7752742767334
base,nag_timed_with_neg_vs_baseline,12,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0012_42_neg_s0p2.png,12.637801170349121
base,nag_timed_with_neg_vs_baseline,12,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0012_1337_neg_s0p2.png,16.840757369995117
base,nag_timed_with_neg_vs_baseline,12,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0012_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0012_2025_neg_s0p2.png,15.475151062011719
base,nag_timed_with_neg_vs_baseline,13,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0013_42_neg_s0p2.png,14.514023780822754
base,nag_timed_with_neg_vs_baseline,13,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0013_1337_neg_s0p2.png,9.647489547729492
base,nag_timed_with_neg_vs_baseline,13,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0013_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0013_2025_neg_s0p2.png,14.056391716003418
base,nag_timed_with_neg_vs_baseline,14,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0014_42_neg_s0p2.png,9.759779930114746
base,nag_timed_with_neg_vs_baseline,14,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0014_1337_neg_s0p2.png,12.898276329040527
base,nag_timed_with_neg_vs_baseline,14,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0014_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0014_2025_neg_s0p2.png,14.637221336364746
base,nag_timed_with_neg_vs_baseline,15,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0015_42_neg_s0p2.png,14.58470630645752
base,nag_timed_with_neg_vs_baseline,15,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0015_1337_neg_s0p2.png,13.226785659790039
base,nag_timed_with_neg_vs_baseline,15,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/baseline/0015_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/base/with_negative_start0p2/0015_2025_neg_s0p2.png,15.747676849365234
dmd,nag_timed_with_neg_vs_baseline,0,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0000_42_neg_s0p2.png,8.867074966430664
dmd,nag_timed_with_neg_vs_baseline,0,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0000_1337_neg_s0p2.png,9.344076156616211
dmd,nag_timed_with_neg_vs_baseline,0,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0000_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0000_2025_neg_s0p2.png,7.785254955291748
dmd,nag_timed_with_neg_vs_baseline,1,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0001_42_neg_s0p2.png,9.933914184570312
dmd,nag_timed_with_neg_vs_baseline,1,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0001_1337_neg_s0p2.png,12.152724266052246
dmd,nag_timed_with_neg_vs_baseline,1,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0001_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0001_2025_neg_s0p2.png,9.340636253356934
dmd,nag_timed_with_neg_vs_baseline,2,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0002_42_neg_s0p2.png,9.092998504638672
dmd,nag_timed_with_neg_vs_baseline,2,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0002_1337_neg_s0p2.png,17.887680053710938
dmd,nag_timed_with_neg_vs_baseline,2,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0002_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0002_2025_neg_s0p2.png,7.4676618576049805
dmd,nag_timed_with_neg_vs_baseline,3,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0003_42_neg_s0p2.png,13.099233627319336
dmd,nag_timed_with_neg_vs_baseline,3,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0003_1337_neg_s0p2.png,16.108287811279297
dmd,nag_timed_with_neg_vs_baseline,3,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0003_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0003_2025_neg_s0p2.png,13.846105575561523
dmd,nag_timed_with_neg_vs_baseline,4,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0004_42_neg_s0p2.png,8.024018287658691
dmd,nag_timed_with_neg_vs_baseline,4,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0004_1337_neg_s0p2.png,11.773406028747559
dmd,nag_timed_with_neg_vs_baseline,4,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0004_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0004_2025_neg_s0p2.png,9.083959579467773
dmd,nag_timed_with_neg_vs_baseline,5,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0005_42_neg_s0p2.png,9.090396881103516
dmd,nag_timed_with_neg_vs_baseline,5,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0005_1337_neg_s0p2.png,12.274911880493164
dmd,nag_timed_with_neg_vs_baseline,5,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0005_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0005_2025_neg_s0p2.png,8.011198997497559
dmd,nag_timed_with_neg_vs_baseline,6,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0006_42_neg_s0p2.png,12.505598068237305
dmd,nag_timed_with_neg_vs_baseline,6,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0006_1337_neg_s0p2.png,5.517700672149658
dmd,nag_timed_with_neg_vs_baseline,6,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0006_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0006_2025_neg_s0p2.png,9.315635681152344
dmd,nag_timed_with_neg_vs_baseline,7,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0007_42_neg_s0p2.png,10.7999267578125
dmd,nag_timed_with_neg_vs_baseline,7,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0007_1337_neg_s0p2.png,15.877996444702148
dmd,nag_timed_with_neg_vs_baseline,7,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0007_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0007_2025_neg_s0p2.png,16.351093292236328
dmd,nag_timed_with_neg_vs_baseline,8,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0008_42_neg_s0p2.png,5.466941833496094
dmd,nag_timed_with_neg_vs_baseline,8,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0008_1337_neg_s0p2.png,17.191797256469727
dmd,nag_timed_with_neg_vs_baseline,8,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0008_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0008_2025_neg_s0p2.png,18.503284454345703
dmd,nag_timed_with_neg_vs_baseline,9,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0009_42_neg_s0p2.png,6.059714317321777
dmd,nag_timed_with_neg_vs_baseline,9,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0009_1337_neg_s0p2.png,9.63282299041748
dmd,nag_timed_with_neg_vs_baseline,9,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0009_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0009_2025_neg_s0p2.png,9.70163631439209
dmd,nag_timed_with_neg_vs_baseline,10,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0010_42_neg_s0p2.png,16.46799659729004
dmd,nag_timed_with_neg_vs_baseline,10,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0010_1337_neg_s0p2.png,14.062338829040527
dmd,nag_timed_with_neg_vs_baseline,10,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0010_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0010_2025_neg_s0p2.png,18.046947479248047
dmd,nag_timed_with_neg_vs_baseline,11,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0011_42_neg_s0p2.png,13.67795467376709
dmd,nag_timed_with_neg_vs_baseline,11,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0011_1337_neg_s0p2.png,13.654205322265625
dmd,nag_timed_with_neg_vs_baseline,11,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0011_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0011_2025_neg_s0p2.png,13.213515281677246
dmd,nag_timed_with_neg_vs_baseline,12,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0012_42_neg_s0p2.png,14.983824729919434
dmd,nag_timed_with_neg_vs_baseline,12,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0012_1337_neg_s0p2.png,12.935418128967285
dmd,nag_timed_with_neg_vs_baseline,12,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0012_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0012_2025_neg_s0p2.png,17.052499771118164
dmd,nag_timed_with_neg_vs_baseline,13,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0013_42_neg_s0p2.png,16.50809669494629
dmd,nag_timed_with_neg_vs_baseline,13,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0013_1337_neg_s0p2.png,14.990133285522461
dmd,nag_timed_with_neg_vs_baseline,13,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0013_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0013_2025_neg_s0p2.png,20.21660804748535
dmd,nag_timed_with_neg_vs_baseline,14,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0014_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0014_42_neg_s0p2.png,10.593364715576172
dmd,nag_timed_with_neg_vs_baseline,14,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0014_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0014_1337_neg_s0p2.png,10.532682418823242
dmd,nag_timed_with_neg_vs_baseline,14,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0014_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0014_2025_neg_s0p2.png,13.554744720458984
dmd,nag_timed_with_neg_vs_baseline,15,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0015_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0015_42_neg_s0p2.png,8.917609214782715
dmd,nag_timed_with_neg_vs_baseline,15,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0015_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0015_1337_neg_s0p2.png,13.077237129211426
dmd,nag_timed_with_neg_vs_baseline,15,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/baseline/0015_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/dmd/with_negative_start0p2/0015_2025_neg_s0p2.png,9.800284385681152
hyper,nag_timed_with_neg_vs_baseline,0,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0000_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0000_42_neg_s0p2.png,9.022192001342773
hyper,nag_timed_with_neg_vs_baseline,0,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0000_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0000_1337_neg_s0p2.png,17.738082885742188
hyper,nag_timed_with_neg_vs_baseline,0,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0000_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0000_2025_neg_s0p2.png,15.913290977478027
hyper,nag_timed_with_neg_vs_baseline,1,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0001_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0001_42_neg_s0p2.png,19.691028594970703
hyper,nag_timed_with_neg_vs_baseline,1,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0001_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0001_1337_neg_s0p2.png,22.2541561126709
hyper,nag_timed_with_neg_vs_baseline,1,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0001_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0001_2025_neg_s0p2.png,16.690834045410156
hyper,nag_timed_with_neg_vs_baseline,2,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0002_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0002_42_neg_s0p2.png,20.423635482788086
hyper,nag_timed_with_neg_vs_baseline,2,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0002_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0002_1337_neg_s0p2.png,19.80320930480957
hyper,nag_timed_with_neg_vs_baseline,2,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0002_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0002_2025_neg_s0p2.png,16.553974151611328
hyper,nag_timed_with_neg_vs_baseline,3,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0003_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0003_42_neg_s0p2.png,19.320411682128906
hyper,nag_timed_with_neg_vs_baseline,3,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0003_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0003_1337_neg_s0p2.png,17.141401290893555
hyper,nag_timed_with_neg_vs_baseline,3,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0003_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0003_2025_neg_s0p2.png,14.146079063415527
hyper,nag_timed_with_neg_vs_baseline,4,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0004_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0004_42_neg_s0p2.png,12.632533073425293
hyper,nag_timed_with_neg_vs_baseline,4,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0004_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0004_1337_neg_s0p2.png,17.822172164916992
hyper,nag_timed_with_neg_vs_baseline,4,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0004_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0004_2025_neg_s0p2.png,13.7488431930542
hyper,nag_timed_with_neg_vs_baseline,5,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0005_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0005_42_neg_s0p2.png,14.21184253692627
hyper,nag_timed_with_neg_vs_baseline,5,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0005_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0005_1337_neg_s0p2.png,16.642786026000977
hyper,nag_timed_with_neg_vs_baseline,5,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0005_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0005_2025_neg_s0p2.png,15.222522735595703
hyper,nag_timed_with_neg_vs_baseline,6,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0006_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0006_42_neg_s0p2.png,19.090953826904297
hyper,nag_timed_with_neg_vs_baseline,6,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0006_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0006_1337_neg_s0p2.png,8.943400382995605
hyper,nag_timed_with_neg_vs_baseline,6,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0006_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0006_2025_neg_s0p2.png,16.78508186340332
hyper,nag_timed_with_neg_vs_baseline,7,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0007_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0007_42_neg_s0p2.png,10.037771224975586
hyper,nag_timed_with_neg_vs_baseline,7,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0007_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0007_1337_neg_s0p2.png,16.741594314575195
hyper,nag_timed_with_neg_vs_baseline,7,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0007_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0007_2025_neg_s0p2.png,9.935873031616211
hyper,nag_timed_with_neg_vs_baseline,8,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0008_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0008_42_neg_s0p2.png,12.456677436828613
hyper,nag_timed_with_neg_vs_baseline,8,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0008_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0008_1337_neg_s0p2.png,12.238149642944336
hyper,nag_timed_with_neg_vs_baseline,8,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0008_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0008_2025_neg_s0p2.png,11.898455619812012
hyper,nag_timed_with_neg_vs_baseline,9,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0009_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0009_42_neg_s0p2.png,13.191113471984863
hyper,nag_timed_with_neg_vs_baseline,9,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0009_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0009_1337_neg_s0p2.png,14.449419975280762
hyper,nag_timed_with_neg_vs_baseline,9,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0009_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0009_2025_neg_s0p2.png,17.004898071289062
hyper,nag_timed_with_neg_vs_baseline,10,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0010_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0010_42_neg_s0p2.png,19.293188095092773
hyper,nag_timed_with_neg_vs_baseline,10,1337,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0010_1337_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0010_1337_neg_s0p2.png,15.59886360168457
hyper,nag_timed_with_neg_vs_baseline,10,2025,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0010_2025_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0010_2025_neg_s0p2.png,17.310813903808594
hyper,nag_timed_with_neg_vs_baseline,11,42,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/baseline/0011_42_noneg.png,/Users/andrewrevell/Projects/Uni/nag-time/results-nag-models/hyper/with_negative_start0p2/0011_42_neg_s0p2.png,12.994142532348633
